GEOID,NAME,variable,estimate,moe
040133184005,Block Group 5; Census Tract 3184; Maricopa County; Arizona,no_hs_den,347,208
040133184005,Block Group 5; Census Tract 3184; Maricopa County; Arizona,no_hs_num,0,14
040133184005,Block Group 5; Census Tract 3184; Maricopa County; Arizona,poverty_den,NA,NA
040133184005,Block Group 5; Census Tract 3184; Maricopa County; Arizona,poverty_num,NA,NA
040133184005,Block Group 5; Census Tract 3184; Maricopa County; Arizona,med_income,54716,23854
040133184005,Block Group 5; Census Tract 3184; Maricopa County; Arizona,unemp_den,516,280
040133184005,Block Group 5; Census Tract 3184; Maricopa County; Arizona,unemp_num,18,29
040133184005,Block Group 5; Census Tract 3184; Maricopa County; Arizona,no_ins_den,836,411
040133184005,Block Group 5; Census Tract 3184; Maricopa County; Arizona,no_ins_num,0,14
040131091011,Block Group 1; Census Tract 1091.01; Maricopa County; Arizona,no_hs_den,1194,393
040131091011,Block Group 1; Census Tract 1091.01; Maricopa County; Arizona,no_hs_num,31,31
040131091011,Block Group 1; Census Tract 1091.01; Maricopa County; Arizona,poverty_den,NA,NA
040131091011,Block Group 1; Census Tract 1091.01; Maricopa County; Arizona,poverty_num,NA,NA
040131091011,Block Group 1; Census Tract 1091.01; Maricopa County; Arizona,med_income,56174,15922
040131091011,Block Group 1; Census Tract 1091.01; Maricopa County; Arizona,unemp_den,924,363
040131091011,Block Group 1; Census Tract 1091.01; Maricopa County; Arizona,unemp_num,42,38
040131091011,Block Group 1; Census Tract 1091.01; Maricopa County; Arizona,no_ins_den,2041,678
040131091011,Block Group 1; Census Tract 1091.01; Maricopa County; Arizona,no_ins_num,60,75
040131162053,Block Group 3; Census Tract 1162.05; Maricopa County; Arizona,no_hs_den,952,324
040131162053,Block Group 3; Census Tract 1162.05; Maricopa County; Arizona,no_hs_num,24,37
040131162053,Block Group 3; Census Tract 1162.05; Maricopa County; Arizona,poverty_den,NA,NA
040131162053,Block Group 3; Census Tract 1162.05; Maricopa County; Arizona,poverty_num,NA,NA
040131162053,Block Group 3; Census Tract 1162.05; Maricopa County; Arizona,med_income,61500,15500
040131162053,Block Group 3; Census Tract 1162.05; Maricopa County; Arizona,unemp_den,1012,354
040131162053,Block Group 3; Census Tract 1162.05; Maricopa County; Arizona,unemp_num,0,14
040131162053,Block Group 3; Census Tract 1162.05; Maricopa County; Arizona,no_ins_den,1628,567
040131162053,Block Group 3; Census Tract 1162.05; Maricopa County; Arizona,no_ins_num,54,72
040130405063,Block Group 3; Census Tract 405.06; Maricopa County; Arizona,no_hs_den,1050,290
040130405063,Block Group 3; Census Tract 405.06; Maricopa County; Arizona,no_hs_num,0,14
040130405063,Block Group 3; Census Tract 405.06; Maricopa County; Arizona,poverty_den,NA,NA
040130405063,Block Group 3; Census Tract 405.06; Maricopa County; Arizona,poverty_num,NA,NA
040130405063,Block Group 3; Census Tract 405.06; Maricopa County; Arizona,med_income,65384,13499
040130405063,Block Group 3; Census Tract 405.06; Maricopa County; Arizona,unemp_den,224,140
040130405063,Block Group 3; Census Tract 405.06; Maricopa County; Arizona,unemp_num,0,14
040130405063,Block Group 3; Census Tract 405.06; Maricopa County; Arizona,no_ins_den,1050,290
040130405063,Block Group 3; Census Tract 405.06; Maricopa County; Arizona,no_ins_num,0,14
040133194015,Block Group 5; Census Tract 3194.01; Maricopa County; Arizona,no_hs_den,438,185
040133194015,Block Group 5; Census Tract 3194.01; Maricopa County; Arizona,no_hs_num,0,14
040133194015,Block Group 5; Census Tract 3194.01; Maricopa County; Arizona,poverty_den,NA,NA
040133194015,Block Group 5; Census Tract 3194.01; Maricopa County; Arizona,poverty_num,NA,NA
040133194015,Block Group 5; Census Tract 3194.01; Maricopa County; Arizona,med_income,90489,69189
040133194015,Block Group 5; Census Tract 3194.01; Maricopa County; Arizona,unemp_den,662,254
040133194015,Block Group 5; Census Tract 3194.01; Maricopa County; Arizona,unemp_num,19,31
040133194015,Block Group 5; Census Tract 3194.01; Maricopa County; Arizona,no_ins_den,876,298
040133194015,Block Group 5; Census Tract 3194.01; Maricopa County; Arizona,no_ins_num,0,14
040138109002,Block Group 2; Census Tract 8109; Maricopa County; Arizona,no_hs_den,1205,216
040138109002,Block Group 2; Census Tract 8109; Maricopa County; Arizona,no_hs_num,0,14
040138109002,Block Group 2; Census Tract 8109; Maricopa County; Arizona,poverty_den,NA,NA
040138109002,Block Group 2; Census Tract 8109; Maricopa County; Arizona,poverty_num,NA,NA
040138109002,Block Group 2; Census Tract 8109; Maricopa County; Arizona,med_income,122438,26387
040138109002,Block Group 2; Census Tract 8109; Maricopa County; Arizona,unemp_den,1032,250
040138109002,Block Group 2; Census Tract 8109; Maricopa County; Arizona,unemp_num,37,44
040138109002,Block Group 2; Census Tract 8109; Maricopa County; Arizona,no_ins_den,1627,356
040138109002,Block Group 2; Census Tract 8109; Maricopa County; Arizona,no_ins_num,0,14
040134220012,Block Group 2; Census Tract 4220.01; Maricopa County; Arizona,no_hs_den,881,378
040134220012,Block Group 2; Census Tract 4220.01; Maricopa County; Arizona,no_hs_num,148,164
040134220012,Block Group 2; Census Tract 4220.01; Maricopa County; Arizona,poverty_den,NA,NA
040134220012,Block Group 2; Census Tract 4220.01; Maricopa County; Arizona,poverty_num,NA,NA
040134220012,Block Group 2; Census Tract 4220.01; Maricopa County; Arizona,med_income,38125,20585
040134220012,Block Group 2; Census Tract 4220.01; Maricopa County; Arizona,unemp_den,830,389
040134220012,Block Group 2; Census Tract 4220.01; Maricopa County; Arizona,unemp_num,53,57
040134220012,Block Group 2; Census Tract 4220.01; Maricopa County; Arizona,no_ins_den,1863,866
040134220012,Block Group 2; Census Tract 4220.01; Maricopa County; Arizona,no_ins_num,247,298
040134226572,Block Group 2; Census Tract 4226.57; Maricopa County; Arizona,no_hs_den,507,174
040134226572,Block Group 2; Census Tract 4226.57; Maricopa County; Arizona,no_hs_num,0,14
040134226572,Block Group 2; Census Tract 4226.57; Maricopa County; Arizona,poverty_den,NA,NA
040134226572,Block Group 2; Census Tract 4226.57; Maricopa County; Arizona,poverty_num,NA,NA
040134226572,Block Group 2; Census Tract 4226.57; Maricopa County; Arizona,med_income,175813,60257
040134226572,Block Group 2; Census Tract 4226.57; Maricopa County; Arizona,unemp_den,492,203
040134226572,Block Group 2; Census Tract 4226.57; Maricopa County; Arizona,unemp_num,10,16
040134226572,Block Group 2; Census Tract 4226.57; Maricopa County; Arizona,no_ins_den,988,428
040134226572,Block Group 2; Census Tract 4226.57; Maricopa County; Arizona,no_ins_num,39,61
040132168502,Block Group 2; Census Tract 2168.50; Maricopa County; Arizona,no_hs_den,1555,357
040132168502,Block Group 2; Census Tract 2168.50; Maricopa County; Arizona,no_hs_num,0,14
040132168502,Block Group 2; Census Tract 2168.50; Maricopa County; Arizona,poverty_den,NA,NA
040132168502,Block Group 2; Census Tract 2168.50; Maricopa County; Arizona,poverty_num,NA,NA
040132168502,Block Group 2; Census Tract 2168.50; Maricopa County; Arizona,med_income,89375,35840
040132168502,Block Group 2; Census Tract 2168.50; Maricopa County; Arizona,unemp_den,1288,367
040132168502,Block Group 2; Census Tract 2168.50; Maricopa County; Arizona,unemp_num,46,72
040132168502,Block Group 2; Census Tract 2168.50; Maricopa County; Arizona,no_ins_den,2084,535
040132168502,Block Group 2; Census Tract 2168.50; Maricopa County; Arizona,no_ins_num,0,14
040131033024,Block Group 4; Census Tract 1033.02; Maricopa County; Arizona,no_hs_den,1119,448
040131033024,Block Group 4; Census Tract 1033.02; Maricopa County; Arizona,no_hs_num,0,14
040131033024,Block Group 4; Census Tract 1033.02; Maricopa County; Arizona,poverty_den,NA,NA
040131033024,Block Group 4; Census Tract 1033.02; Maricopa County; Arizona,poverty_num,NA,NA
040131033024,Block Group 4; Census Tract 1033.02; Maricopa County; Arizona,med_income,65267,40343
040131033024,Block Group 4; Census Tract 1033.02; Maricopa County; Arizona,unemp_den,869,487
040131033024,Block Group 4; Census Tract 1033.02; Maricopa County; Arizona,unemp_num,0,14
040131033024,Block Group 4; Census Tract 1033.02; Maricopa County; Arizona,no_ins_den,1692,713
040131033024,Block Group 4; Census Tract 1033.02; Maricopa County; Arizona,no_ins_num,16,27
040131048023,Block Group 3; Census Tract 1048.02; Maricopa County; Arizona,no_hs_den,1155,210
040131048023,Block Group 3; Census Tract 1048.02; Maricopa County; Arizona,no_hs_num,0,14
040131048023,Block Group 3; Census Tract 1048.02; Maricopa County; Arizona,poverty_den,NA,NA
040131048023,Block Group 3; Census Tract 1048.02; Maricopa County; Arizona,poverty_num,NA,NA
040131048023,Block Group 3; Census Tract 1048.02; Maricopa County; Arizona,med_income,129500,59462
040131048023,Block Group 3; Census Tract 1048.02; Maricopa County; Arizona,unemp_den,881,236
040131048023,Block Group 3; Census Tract 1048.02; Maricopa County; Arizona,unemp_num,0,14
040131048023,Block Group 3; Census Tract 1048.02; Maricopa County; Arizona,no_ins_den,1441,306
040131048023,Block Group 3; Census Tract 1048.02; Maricopa County; Arizona,no_ins_num,0,14
040130715101,Block Group 1; Census Tract 715.10; Maricopa County; Arizona,no_hs_den,1267,245
040130715101,Block Group 1; Census Tract 715.10; Maricopa County; Arizona,no_hs_num,19,41
040130715101,Block Group 1; Census Tract 715.10; Maricopa County; Arizona,poverty_den,NA,NA
040130715101,Block Group 1; Census Tract 715.10; Maricopa County; Arizona,poverty_num,NA,NA
040130715101,Block Group 1; Census Tract 715.10; Maricopa County; Arizona,med_income,138011,27628
040130715101,Block Group 1; Census Tract 715.10; Maricopa County; Arizona,unemp_den,1010,256
040130715101,Block Group 1; Census Tract 715.10; Maricopa County; Arizona,unemp_num,9,14
040130715101,Block Group 1; Census Tract 715.10; Maricopa County; Arizona,no_ins_den,1880,465
040130715101,Block Group 1; Census Tract 715.10; Maricopa County; Arizona,no_ins_num,9,15
040130928021,Block Group 1; Census Tract 928.02; Maricopa County; Arizona,no_hs_den,1036,243
040130928021,Block Group 1; Census Tract 928.02; Maricopa County; Arizona,no_hs_num,5,8
040130928021,Block Group 1; Census Tract 928.02; Maricopa County; Arizona,poverty_den,NA,NA
040130928021,Block Group 1; Census Tract 928.02; Maricopa County; Arizona,poverty_num,NA,NA
040130928021,Block Group 1; Census Tract 928.02; Maricopa County; Arizona,med_income,43862,9937
040130928021,Block Group 1; Census Tract 928.02; Maricopa County; Arizona,unemp_den,883,258
040130928021,Block Group 1; Census Tract 928.02; Maricopa County; Arizona,unemp_num,87,73
040130928021,Block Group 1; Census Tract 928.02; Maricopa County; Arizona,no_ins_den,1880,434
040130928021,Block Group 1; Census Tract 928.02; Maricopa County; Arizona,no_ins_num,129,144
040131167122,Block Group 2; Census Tract 1167.12; Maricopa County; Arizona,no_hs_den,1162,303
040131167122,Block Group 2; Census Tract 1167.12; Maricopa County; Arizona,no_hs_num,0,14
040131167122,Block Group 2; Census Tract 1167.12; Maricopa County; Arizona,poverty_den,NA,NA
040131167122,Block Group 2; Census Tract 1167.12; Maricopa County; Arizona,poverty_num,NA,NA
040131167122,Block Group 2; Census Tract 1167.12; Maricopa County; Arizona,med_income,77213,11571
040131167122,Block Group 2; Census Tract 1167.12; Maricopa County; Arizona,unemp_den,1038,451
040131167122,Block Group 2; Census Tract 1167.12; Maricopa County; Arizona,unemp_num,130,120
040131167122,Block Group 2; Census Tract 1167.12; Maricopa County; Arizona,no_ins_den,1861,584
040131167122,Block Group 2; Census Tract 1167.12; Maricopa County; Arizona,no_ins_num,89,96
040130923062,Block Group 2; Census Tract 923.06; Maricopa County; Arizona,no_hs_den,995,296
040130923062,Block Group 2; Census Tract 923.06; Maricopa County; Arizona,no_hs_num,0,14
040130923062,Block Group 2; Census Tract 923.06; Maricopa County; Arizona,poverty_den,NA,NA
040130923062,Block Group 2; Census Tract 923.06; Maricopa County; Arizona,poverty_num,NA,NA
040130923062,Block Group 2; Census Tract 923.06; Maricopa County; Arizona,med_income,51788,38864
040130923062,Block Group 2; Census Tract 923.06; Maricopa County; Arizona,unemp_den,769,281
040130923062,Block Group 2; Census Tract 923.06; Maricopa County; Arizona,unemp_num,0,14
040130923062,Block Group 2; Census Tract 923.06; Maricopa County; Arizona,no_ins_den,1455,476
040130923062,Block Group 2; Census Tract 923.06; Maricopa County; Arizona,no_ins_num,231,218
040134226471,Block Group 1; Census Tract 4226.47; Maricopa County; Arizona,no_hs_den,4127,470
040134226471,Block Group 1; Census Tract 4226.47; Maricopa County; Arizona,no_hs_num,0,20
040134226471,Block Group 1; Census Tract 4226.47; Maricopa County; Arizona,poverty_den,NA,NA
040134226471,Block Group 1; Census Tract 4226.47; Maricopa County; Arizona,poverty_num,NA,NA
040134226471,Block Group 1; Census Tract 4226.47; Maricopa County; Arizona,med_income,151719,22071
040134226471,Block Group 1; Census Tract 4226.47; Maricopa County; Arizona,unemp_den,3844,479
040134226471,Block Group 1; Census Tract 4226.47; Maricopa County; Arizona,unemp_num,117,104
040134226471,Block Group 1; Census Tract 4226.47; Maricopa County; Arizona,no_ins_den,6816,812
040134226471,Block Group 1; Census Tract 4226.47; Maricopa County; Arizona,no_ins_num,177,145
040132183003,Block Group 3; Census Tract 2183; Maricopa County; Arizona,no_hs_den,744,217
040132183003,Block Group 3; Census Tract 2183; Maricopa County; Arizona,no_hs_num,0,14
040132183003,Block Group 3; Census Tract 2183; Maricopa County; Arizona,poverty_den,NA,NA
040132183003,Block Group 3; Census Tract 2183; Maricopa County; Arizona,poverty_num,NA,NA
040132183003,Block Group 3; Census Tract 2183; Maricopa County; Arizona,med_income,86053,53090
040132183003,Block Group 3; Census Tract 2183; Maricopa County; Arizona,unemp_den,589,204
040132183003,Block Group 3; Census Tract 2183; Maricopa County; Arizona,unemp_num,0,14
040132183003,Block Group 3; Census Tract 2183; Maricopa County; Arizona,no_ins_den,810,227
040132183003,Block Group 3; Census Tract 2183; Maricopa County; Arizona,no_ins_num,0,14
040138123002,Block Group 2; Census Tract 8123; Maricopa County; Arizona,no_hs_den,1627,303
040138123002,Block Group 2; Census Tract 8123; Maricopa County; Arizona,no_hs_num,0,14
040138123002,Block Group 2; Census Tract 8123; Maricopa County; Arizona,poverty_den,NA,NA
040138123002,Block Group 2; Census Tract 8123; Maricopa County; Arizona,poverty_num,NA,NA
040138123002,Block Group 2; Census Tract 8123; Maricopa County; Arizona,med_income,137875,51280
040138123002,Block Group 2; Census Tract 8123; Maricopa County; Arizona,unemp_den,1412,281
040138123002,Block Group 2; Census Tract 8123; Maricopa County; Arizona,unemp_num,21,25
040138123002,Block Group 2; Census Tract 8123; Maricopa County; Arizona,no_ins_den,2577,527
040138123002,Block Group 2; Census Tract 8123; Maricopa County; Arizona,no_ins_num,17,28
040131097071,Block Group 1; Census Tract 1097.07; Maricopa County; Arizona,no_hs_den,798,344
040131097071,Block Group 1; Census Tract 1097.07; Maricopa County; Arizona,no_hs_num,0,14
040131097071,Block Group 1; Census Tract 1097.07; Maricopa County; Arizona,poverty_den,NA,NA
040131097071,Block Group 1; Census Tract 1097.07; Maricopa County; Arizona,poverty_num,NA,NA
040131097071,Block Group 1; Census Tract 1097.07; Maricopa County; Arizona,med_income,66750,35158
040131097071,Block Group 1; Census Tract 1097.07; Maricopa County; Arizona,unemp_den,909,394
040131097071,Block Group 1; Census Tract 1097.07; Maricopa County; Arizona,unemp_num,13,33
040131097071,Block Group 1; Census Tract 1097.07; Maricopa County; Arizona,no_ins_den,1717,809
040131097071,Block Group 1; Census Tract 1097.07; Maricopa County; Arizona,no_ins_num,194,190
040134226571,Block Group 1; Census Tract 4226.57; Maricopa County; Arizona,no_hs_den,904,236
040134226571,Block Group 1; Census Tract 4226.57; Maricopa County; Arizona,no_hs_num,8,15
040134226571,Block Group 1; Census Tract 4226.57; Maricopa County; Arizona,poverty_den,NA,NA
040134226571,Block Group 1; Census Tract 4226.57; Maricopa County; Arizona,poverty_num,NA,NA
040134226571,Block Group 1; Census Tract 4226.57; Maricopa County; Arizona,med_income,128422,33972
040134226571,Block Group 1; Census Tract 4226.57; Maricopa County; Arizona,unemp_den,832,322
040134226571,Block Group 1; Census Tract 4226.57; Maricopa County; Arizona,unemp_num,65,81
040134226571,Block Group 1; Census Tract 4226.57; Maricopa County; Arizona,no_ins_den,1211,381
040134226571,Block Group 1; Census Tract 4226.57; Maricopa County; Arizona,no_ins_num,0,14
040130923084,Block Group 4; Census Tract 923.08; Maricopa County; Arizona,no_hs_den,1498,422
040130923084,Block Group 4; Census Tract 923.08; Maricopa County; Arizona,no_hs_num,17,32
040130923084,Block Group 4; Census Tract 923.08; Maricopa County; Arizona,poverty_den,NA,NA
040130923084,Block Group 4; Census Tract 923.08; Maricopa County; Arizona,poverty_num,NA,NA
040130923084,Block Group 4; Census Tract 923.08; Maricopa County; Arizona,med_income,79079,55867
040130923084,Block Group 4; Census Tract 923.08; Maricopa County; Arizona,unemp_den,1229,357
040130923084,Block Group 4; Census Tract 923.08; Maricopa County; Arizona,unemp_num,115,89
040130923084,Block Group 4; Census Tract 923.08; Maricopa County; Arizona,no_ins_den,2140,626
040130923084,Block Group 4; Census Tract 923.08; Maricopa County; Arizona,no_ins_num,83,83
040131161003,Block Group 3; Census Tract 1161; Maricopa County; Arizona,no_hs_den,344,161
040131161003,Block Group 3; Census Tract 1161; Maricopa County; Arizona,no_hs_num,0,14
040131161003,Block Group 3; Census Tract 1161; Maricopa County; Arizona,poverty_den,NA,NA
040131161003,Block Group 3; Census Tract 1161; Maricopa County; Arizona,poverty_num,NA,NA
040131161003,Block Group 3; Census Tract 1161; Maricopa County; Arizona,med_income,48203,22202
040131161003,Block Group 3; Census Tract 1161; Maricopa County; Arizona,unemp_den,318,157
040131161003,Block Group 3; Census Tract 1161; Maricopa County; Arizona,unemp_num,0,14
040131161003,Block Group 3; Census Tract 1161; Maricopa County; Arizona,no_ins_den,697,322
040131161003,Block Group 3; Census Tract 1161; Maricopa County; Arizona,no_ins_num,37,42
040130719105,Block Group 5; Census Tract 719.10; Maricopa County; Arizona,no_hs_den,1020,366
040130719105,Block Group 5; Census Tract 719.10; Maricopa County; Arizona,no_hs_num,40,67
040130719105,Block Group 5; Census Tract 719.10; Maricopa County; Arizona,poverty_den,NA,NA
040130719105,Block Group 5; Census Tract 719.10; Maricopa County; Arizona,poverty_num,NA,NA
040130719105,Block Group 5; Census Tract 719.10; Maricopa County; Arizona,med_income,54310,21709
040130719105,Block Group 5; Census Tract 719.10; Maricopa County; Arizona,unemp_den,847,336
040130719105,Block Group 5; Census Tract 719.10; Maricopa County; Arizona,unemp_num,0,14
040130719105,Block Group 5; Census Tract 719.10; Maricopa County; Arizona,no_ins_den,1393,495
040130719105,Block Group 5; Census Tract 719.10; Maricopa County; Arizona,no_ins_num,0,14
040136189002,Block Group 2; Census Tract 6189; Maricopa County; Arizona,no_hs_den,1894,375
040136189002,Block Group 2; Census Tract 6189; Maricopa County; Arizona,no_hs_num,0,14
040136189002,Block Group 2; Census Tract 6189; Maricopa County; Arizona,poverty_den,NA,NA
040136189002,Block Group 2; Census Tract 6189; Maricopa County; Arizona,poverty_num,NA,NA
040136189002,Block Group 2; Census Tract 6189; Maricopa County; Arizona,med_income,54677,10742
040136189002,Block Group 2; Census Tract 6189; Maricopa County; Arizona,unemp_den,1496,320
040136189002,Block Group 2; Census Tract 6189; Maricopa County; Arizona,unemp_num,69,74
040136189002,Block Group 2; Census Tract 6189; Maricopa County; Arizona,no_ins_den,2823,522
040136189002,Block Group 2; Census Tract 6189; Maricopa County; Arizona,no_ins_num,30,47
040131039002,Block Group 2; Census Tract 1039; Maricopa County; Arizona,no_hs_den,1084,499
040131039002,Block Group 2; Census Tract 1039; Maricopa County; Arizona,no_hs_num,56,87
040131039002,Block Group 2; Census Tract 1039; Maricopa County; Arizona,poverty_den,NA,NA
040131039002,Block Group 2; Census Tract 1039; Maricopa County; Arizona,poverty_num,NA,NA
040131039002,Block Group 2; Census Tract 1039; Maricopa County; Arizona,med_income,58411,6260
040131039002,Block Group 2; Census Tract 1039; Maricopa County; Arizona,unemp_den,932,384
040131039002,Block Group 2; Census Tract 1039; Maricopa County; Arizona,unemp_num,25,34
040131039002,Block Group 2; Census Tract 1039; Maricopa County; Arizona,no_ins_den,1253,543
040131039002,Block Group 2; Census Tract 1039; Maricopa County; Arizona,no_ins_num,0,14
040131140004,Block Group 4; Census Tract 1140; Maricopa County; Arizona,no_hs_den,196,115
040131140004,Block Group 4; Census Tract 1140; Maricopa County; Arizona,no_hs_num,0,14
040131140004,Block Group 4; Census Tract 1140; Maricopa County; Arizona,poverty_den,NA,NA
040131140004,Block Group 4; Census Tract 1140; Maricopa County; Arizona,poverty_num,NA,NA
040131140004,Block Group 4; Census Tract 1140; Maricopa County; Arizona,med_income,38155,25973
040131140004,Block Group 4; Census Tract 1140; Maricopa County; Arizona,unemp_den,256,179
040131140004,Block Group 4; Census Tract 1140; Maricopa County; Arizona,unemp_num,18,21
040131140004,Block Group 4; Census Tract 1140; Maricopa County; Arizona,no_ins_den,394,241
040131140004,Block Group 4; Census Tract 1140; Maricopa County; Arizona,no_ins_num,0,14
040132178002,Block Group 2; Census Tract 2178; Maricopa County; Arizona,no_hs_den,1142,304
040132178002,Block Group 2; Census Tract 2178; Maricopa County; Arizona,no_hs_num,1,13
040132178002,Block Group 2; Census Tract 2178; Maricopa County; Arizona,poverty_den,NA,NA
040132178002,Block Group 2; Census Tract 2178; Maricopa County; Arizona,poverty_num,NA,NA
040132178002,Block Group 2; Census Tract 2178; Maricopa County; Arizona,med_income,68533,52778
040132178002,Block Group 2; Census Tract 2178; Maricopa County; Arizona,unemp_den,716,291
040132178002,Block Group 2; Census Tract 2178; Maricopa County; Arizona,unemp_num,47,58
040132178002,Block Group 2; Census Tract 2178; Maricopa County; Arizona,no_ins_den,1393,420
040132178002,Block Group 2; Census Tract 2178; Maricopa County; Arizona,no_ins_num,0,14
040138151003,Block Group 3; Census Tract 8151; Maricopa County; Arizona,no_hs_den,948,179
040138151003,Block Group 3; Census Tract 8151; Maricopa County; Arizona,no_hs_num,0,14
040138151003,Block Group 3; Census Tract 8151; Maricopa County; Arizona,poverty_den,NA,NA
040138151003,Block Group 3; Census Tract 8151; Maricopa County; Arizona,poverty_num,NA,NA
040138151003,Block Group 3; Census Tract 8151; Maricopa County; Arizona,med_income,121875,42222
040138151003,Block Group 3; Census Tract 8151; Maricopa County; Arizona,unemp_den,996,234
040138151003,Block Group 3; Census Tract 8151; Maricopa County; Arizona,unemp_num,16,21
040138151003,Block Group 3; Census Tract 8151; Maricopa County; Arizona,no_ins_den,1770,349
040138151003,Block Group 3; Census Tract 8151; Maricopa County; Arizona,no_ins_num,0,14
040133199021,Block Group 1; Census Tract 3199.02; Maricopa County; Arizona,no_hs_den,1043,197
040133199021,Block Group 1; Census Tract 3199.02; Maricopa County; Arizona,no_hs_num,0,14
040133199021,Block Group 1; Census Tract 3199.02; Maricopa County; Arizona,poverty_den,NA,NA
040133199021,Block Group 1; Census Tract 3199.02; Maricopa County; Arizona,poverty_num,NA,NA
040133199021,Block Group 1; Census Tract 3199.02; Maricopa County; Arizona,med_income,67051,14655
040133199021,Block Group 1; Census Tract 3199.02; Maricopa County; Arizona,unemp_den,1008,346
040133199021,Block Group 1; Census Tract 3199.02; Maricopa County; Arizona,unemp_num,145,154
040133199021,Block Group 1; Census Tract 3199.02; Maricopa County; Arizona,no_ins_den,1758,559
040133199021,Block Group 1; Census Tract 3199.02; Maricopa County; Arizona,no_ins_num,41,50
040130715093,Block Group 3; Census Tract 715.09; Maricopa County; Arizona,no_hs_den,624,250
040130715093,Block Group 3; Census Tract 715.09; Maricopa County; Arizona,no_hs_num,31,43
040130715093,Block Group 3; Census Tract 715.09; Maricopa County; Arizona,poverty_den,NA,NA
040130715093,Block Group 3; Census Tract 715.09; Maricopa County; Arizona,poverty_num,NA,NA
040130715093,Block Group 3; Census Tract 715.09; Maricopa County; Arizona,med_income,164881,20796
040130715093,Block Group 3; Census Tract 715.09; Maricopa County; Arizona,unemp_den,535,256
040130715093,Block Group 3; Census Tract 715.09; Maricopa County; Arizona,unemp_num,0,14
040130715093,Block Group 3; Census Tract 715.09; Maricopa County; Arizona,no_ins_den,824,335
040130715093,Block Group 3; Census Tract 715.09; Maricopa County; Arizona,no_ins_num,0,14
040130931053,Block Group 3; Census Tract 931.05; Maricopa County; Arizona,no_hs_den,2091,697
040130931053,Block Group 3; Census Tract 931.05; Maricopa County; Arizona,no_hs_num,69,84
040130931053,Block Group 3; Census Tract 931.05; Maricopa County; Arizona,poverty_den,NA,NA
040130931053,Block Group 3; Census Tract 931.05; Maricopa County; Arizona,poverty_num,NA,NA
040130931053,Block Group 3; Census Tract 931.05; Maricopa County; Arizona,med_income,32159,29704
040130931053,Block Group 3; Census Tract 931.05; Maricopa County; Arizona,unemp_den,1106,496
040130931053,Block Group 3; Census Tract 931.05; Maricopa County; Arizona,unemp_num,0,14
040130931053,Block Group 3; Census Tract 931.05; Maricopa County; Arizona,no_ins_den,2753,911
040130931053,Block Group 3; Census Tract 931.05; Maricopa County; Arizona,no_ins_num,200,196
040136173002,Block Group 2; Census Tract 6173; Maricopa County; Arizona,no_hs_den,570,148
040136173002,Block Group 2; Census Tract 6173; Maricopa County; Arizona,no_hs_num,8,13
040136173002,Block Group 2; Census Tract 6173; Maricopa County; Arizona,poverty_den,NA,NA
040136173002,Block Group 2; Census Tract 6173; Maricopa County; Arizona,poverty_num,NA,NA
040136173002,Block Group 2; Census Tract 6173; Maricopa County; Arizona,med_income,86761,42147
040136173002,Block Group 2; Census Tract 6173; Maricopa County; Arizona,unemp_den,466,151
040136173002,Block Group 2; Census Tract 6173; Maricopa County; Arizona,unemp_num,21,26
040136173002,Block Group 2; Census Tract 6173; Maricopa County; Arizona,no_ins_den,780,227
040136173002,Block Group 2; Census Tract 6173; Maricopa County; Arizona,no_ins_num,0,14
040130931042,Block Group 2; Census Tract 931.04; Maricopa County; Arizona,no_hs_den,547,242
040130931042,Block Group 2; Census Tract 931.04; Maricopa County; Arizona,no_hs_num,0,14
040130931042,Block Group 2; Census Tract 931.04; Maricopa County; Arizona,poverty_den,NA,NA
040130931042,Block Group 2; Census Tract 931.04; Maricopa County; Arizona,poverty_num,NA,NA
040130931042,Block Group 2; Census Tract 931.04; Maricopa County; Arizona,med_income,65815,23776
040130931042,Block Group 2; Census Tract 931.04; Maricopa County; Arizona,unemp_den,475,225
040130931042,Block Group 2; Census Tract 931.04; Maricopa County; Arizona,unemp_num,0,14
040130931042,Block Group 2; Census Tract 931.04; Maricopa County; Arizona,no_ins_den,730,346
040130931042,Block Group 2; Census Tract 931.04; Maricopa County; Arizona,no_ins_num,32,55
040131136011,Block Group 1; Census Tract 1136.01; Maricopa County; Arizona,no_hs_den,1464,846
040131136011,Block Group 1; Census Tract 1136.01; Maricopa County; Arizona,no_hs_num,26,41
040131136011,Block Group 1; Census Tract 1136.01; Maricopa County; Arizona,poverty_den,NA,NA
040131136011,Block Group 1; Census Tract 1136.01; Maricopa County; Arizona,poverty_num,NA,NA
040131136011,Block Group 1; Census Tract 1136.01; Maricopa County; Arizona,med_income,44199,11563
040131136011,Block Group 1; Census Tract 1136.01; Maricopa County; Arizona,unemp_den,1267,835
040131136011,Block Group 1; Census Tract 1136.01; Maricopa County; Arizona,unemp_num,118,101
040131136011,Block Group 1; Census Tract 1136.01; Maricopa County; Arizona,no_ins_den,2342,997
040131136011,Block Group 1; Census Tract 1136.01; Maricopa County; Arizona,no_ins_num,183,150
040131094013,Block Group 3; Census Tract 1094.01; Maricopa County; Arizona,no_hs_den,306,187
040131094013,Block Group 3; Census Tract 1094.01; Maricopa County; Arizona,no_hs_num,52,79
040131094013,Block Group 3; Census Tract 1094.01; Maricopa County; Arizona,poverty_den,NA,NA
